status,timing,thread_id,execution_time,message,failures,unique_id,compiled,compiled_code,relation_name,batch_results,adapter_response._message,ingestion_ts
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:17.511188Z', 'completed_at': '2025-10-15T07:34:17.533060Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:17.533835Z', 'completed_at': '2025-10-15T07:34:17.689347Z'}]",Thread-3 (worker),0.18915700912475586,OK,,model.local_de_assessment.silver_audit_seed,True,"




  



  -- Seed table doesn't exist yet, return empty result with correct schema
  select *
  from (
    select
      cast(null as string) as status,
      cast(null as string) as timing,
      cast(null as string) as thread_id,
      cast(null as float) as execution_time,
      cast(null as string) as message,
      cast(null as int) as failures,
      cast(null as string) as unique_id,
      cast(null as string) as compiled,
      cast(null as string) as compiled_code,
      cast(null as string) as relation_name,
      cast(null as string) as batch_results,
      cast(null as string) as adapter_response_message,
      cast(null as timestamp) as ingestion_ts,
      cast(null as string) as audit_id
  ) as empty_result
  where false
","""warehouse"".""main_silver"".""silver_audit_seed""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:17.526189Z', 'completed_at': '2025-10-15T07:34:17.581630Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:17.595979Z', 'completed_at': '2025-10-15T07:34:17.721914Z'}]",Thread-1 (worker),0.21637678146362305,OK,,model.local_de_assessment._sources,True,"-- External views pointing at Bronze Parquet/Delta. Adjust path if needed.




-- Step 1: Read from external Parquet file

  select * from read_parquet('../lake/bronze/parquet/retail_bronze_dataset/customers/*.parquet')

--create or replace view bronze_customers_delta as
--select * from delta_scan('../lake/bronze/parquet/retail_bronze_dataset/delta/customers');



--

--

--select * from read_parquet('../lake/bronze/parquet/retail_bronze_dataset/customers/*.parquet')","""warehouse"".""main_stg"".""_sources""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:17.529921Z', 'completed_at': '2025-10-15T07:34:17.582573Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:17.623223Z', 'completed_at': '2025-10-15T07:34:17.823740Z'}]",Thread-4 (worker),0.3217048645019531,OK,,model.local_de_assessment.stg_audit,True,"

with bronze_parquet as (
  select * from read_parquet('seeds/run_results_table.parquet')
),

typed as (
  select
   *
  from bronze_parquet
)

select
  *
from typed","""warehouse"".""main_stg"".""stg_audit""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:17.521867Z', 'completed_at': '2025-10-15T07:34:17.582046Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:17.611837Z', 'completed_at': '2025-10-15T07:34:17.875548Z'}]",Thread-2 (worker),0.37289905548095703,OK,,model.local_de_assessment.dim_date,True,"






WITH date_spine AS (
    SELECT generate_series AS date_day
    FROM generate_series(
        DATE '2021-01-01',
        DATE '2025-12-31',
        INTERVAL '1 day'
    )
),


dim_date AS (
    SELECT
        d.date_day AS date,
        EXTRACT(YEAR FROM d.date_day) AS year,
        EXTRACT(MONTH FROM d.date_day) AS month,
        EXTRACT(DAY FROM d.date_day) AS day,
        EXTRACT(DAYOFWEEK FROM d.date_day) AS day_of_week,

CASE EXTRACT(DOW FROM d.date_day)
    WHEN 0 THEN 'Sunday'
    WHEN 1 THEN 'Monday'
    WHEN 2 THEN 'Tuesday'
    WHEN 3 THEN 'Wednesday'
    WHEN 4 THEN 'Thursday'
    WHEN 5 THEN 'Friday'
    WHEN 6 THEN 'Saturday'
END AS day_name,

CASE EXTRACT(MONTH FROM d.date_day)
    WHEN 1 THEN 'January'
    WHEN 2 THEN 'February'
    WHEN 3 THEN 'March'
    WHEN 4 THEN 'April'
    WHEN 5 THEN 'May'
    WHEN 6 THEN 'June'
    WHEN 7 THEN 'July'
    WHEN 8 THEN 'August'
    WHEN 9 THEN 'September'
    WHEN 10 THEN 'October'
    WHEN 11 THEN 'November'
    WHEN 12 THEN 'December'
    END AS month_name
,


        EXTRACT(QUARTER FROM d.date_day) AS quarter,
-- Weekend logic (PostgreSQL: 0 = Sunday, 6 = Saturday)
CASE WHEN EXTRACT(DOW FROM d.date_day) IN (0, 6) THEN TRUE ELSE FALSE END AS is_weekend,

-- Month start
DATE_TRUNC('month', d.date_day) AS month_start_date,

-- Month end

(DATE_TRUNC('month', d.date_day) + INTERVAL '1 month' - INTERVAL '1 day')::date AS month_end_date,


-- Quarter start
DATE_TRUNC('quarter', d.date_day) AS quarter_start_date,
-- Quarter end
(DATE_TRUNC('quarter', d.date_day) + INTERVAL '3 month' - INTERVAL '1 day')::date AS quarter_end_date,

-- Year start
DATE_TRUNC('year', d.date_day) AS year_start_date,
-- Year end
(DATE_TRUNC('year', d.date_day) + INTERVAL '1 year' - INTERVAL '1 day')::date AS year_end_date,
        EXTRACT(WEEK  FROM d.date_day) AS week_number,
        
-- Australian fiscal year (starts in July)
CASE 
    WHEN EXTRACT(MONTH FROM d.date_day) >= 7 
    THEN EXTRACT(YEAR FROM d.date_day) + 1 
    ELSE EXTRACT(YEAR FROM d.date_day) 
END AS fiscal_year_au,

-- Australian fiscal quarter (Q1 = Jul–Sep)
CASE 
    WHEN EXTRACT(MONTH FROM d.date_day) >= 7 
    THEN FLOOR(((EXTRACT(MONTH FROM d.date_day) - 7) / 3) + 1)
    ELSE FLOOR(((EXTRACT(MONTH FROM d.date_day) + 5) / 3) + 1)
END AS fiscal_quarter_au,


        -- Holiday logic with weekend adjustment

    CASE 
        WHEN d.date_day IN (
            DATE '2021-04-02', DATE '2021-04-05',
            DATE '2022-04-15', DATE '2022-04-18',
            DATE '2023-04-07', DATE '2023-04-10',
            DATE '2024-03-29', DATE '2024-04-01',
            DATE '2025-04-18', DATE '2025-04-21'
        )

    OR (
        (EXTRACT(MONTH FROM d.date_day), EXTRACT(DAY FROM d.date_day)) IN (
            (1, 1), (1, 26), (4, 25), (12, 25), (12, 26)
        )
        AND EXTRACT(DOW FROM d.date_day) NOT IN (0, 6)  -- Not weekend
    )
    OR (
        (EXTRACT(MONTH FROM d.date_day - INTERVAL '1 day'), EXTRACT(DAY FROM d.date_day - INTERVAL '1 day')) IN (
            (1, 1), (1, 26), (4, 25), (12, 25), (12, 26)
        )
        AND EXTRACT(DOW FROM d.date_day) = 1  -- Monday
        AND EXTRACT(DOW FROM d.date_day - INTERVAL '1 day') IN (0, 6)  -- Sunday or Saturday
    )
    THEN TRUE
    ELSE FALSE
END AS is_holiday_au,

CASE
    WHEN d.date_day IN (
        DATE '2021-04-02', DATE '2021-04-05',
        DATE '2022-04-15', DATE '2022-04-18',
        DATE '2023-04-07', DATE '2023-04-10',
        DATE '2024-03-29', DATE '2024-04-01',
        DATE '2025-04-18', DATE '2025-04-21'
    )
    OR (
        (EXTRACT(MONTH FROM d.date_day), EXTRACT(DAY FROM d.date_day)) IN (
            (1, 1),   -- New Year's Day
            (7, 4),   -- Independence Day
            (11, 11), -- Veterans Day
            (12, 25)  -- Christmas Day
        )
        AND EXTRACT(DOW FROM d.date_day) NOT IN (0, 6)  -- Not weekend
    )
    OR (
        (EXTRACT(MONTH FROM d.date_day - INTERVAL '1 day'), EXTRACT(DAY FROM d.date_day - INTERVAL '1 day')) IN (
            (1, 1), (7, 4), (11, 11), (12, 25)
        )
        AND EXTRACT(DOW FROM d.date_day) = 1  -- Monday
        AND EXTRACT(DOW FROM d.date_day - INTERVAL '1 day') IN (0, 6)  -- Sunday or Saturday
    )
    THEN TRUE
    ELSE FALSE
END AS is_holiday_us,

CASE 
    WHEN d.date_day IN (
        DATE '2021-04-02', DATE '2021-04-05',
        DATE '2022-04-15', DATE '2022-04-18',
        DATE '2023-04-07', DATE '2023-04-10',
        DATE '2024-03-29', DATE '2024-04-01',
        DATE '2025-04-18', DATE '2025-04-21'
    )
    OR (
        (EXTRACT(MONTH FROM d.date_day), EXTRACT(DAY FROM d.date_day)) IN (
            (1, 1),   -- New Year's Day
            (12, 25), -- Christmas Day
            (12, 26)  -- Boxing Day
        )
        AND EXTRACT(DOW FROM d.date_day) NOT IN (0, 6)  -- Not weekend
    )
    OR (
        (EXTRACT(MONTH FROM d.date_day - INTERVAL '1 day'), EXTRACT(DAY FROM d.date_day - INTERVAL '1 day')) IN (
            (1, 1), (12, 25), (12, 26)
        )
        AND EXTRACT(DOW FROM d.date_day) = 1  -- Monday
        AND EXTRACT(DOW FROM d.date_day - INTERVAL '1 day') IN (0, 6)  -- Sunday or Saturday
    )
    THEN TRUE
    ELSE FALSE
END AS is_holiday_uk

    FROM date_spine d
)


SELECT * FROM dim_date","""warehouse"".""main_gold"".""dim_date""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:17.778635Z', 'completed_at': '2025-10-15T07:34:17.792781Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:17.808895Z', 'completed_at': '2025-10-15T07:34:18.042673Z'}]",Thread-1 (worker),0.30309081077575684,OK,,model.local_de_assessment.stg_events,True,"




-- Step 1: Read from external Parquet file
with bronze_parquet as (
  select * from read_parquet('../lake/bronze/parquet/retail_bronze_dataset/events/*.parquet')
),

-- Step 2: Apply transformations
typed as (

  select
    cast(envelope__event_id as bigint) as event_id,
    cast(envelope__event_ts as timestamp) as env_event_ts,
    cast(envelope__event_type as string) as event_type,
    cast(envelope__user_id as bigint) as user_id,
    cast(envelope__session_id as string) as session_id,
    cast(envelope__event_date as date) as event_date,
    cast(payload__event_ts as timestamp) as payload_event_ts,
    cast(payload__device as string) as device,
    cast(payload__ip_address as string) as ip_address,
    cast(payload__geo_location__lat as double) as latitude,
    cast(payload__geo_location__lon as double) as longitude,
    cast(payload__product_id as bigint) as product_id,
    cast(payload__price as double) as price,
    cast(payload__action as string) as action,
--    cast(payload__discount_coupon as boolean) as discount_coupon,
    cast(payload__session_duration as int) as session_duration,
    cast(payload__logout_reason as string) as logout_reason,
    cast(ingestion_ts as timestamp) as ingestion_ts

  from bronze_parquet
)

-- Step 3: Final output
select * from typed
where latitude between -90 and 90
and longitude between -180 and 180","""warehouse"".""main_stg"".""stg_events""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:17.894143Z', 'completed_at': '2025-10-15T07:34:17.905473Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:17.912072Z', 'completed_at': '2025-10-15T07:34:18.123818Z'}]",Thread-4 (worker),0.24071979522705078,OK,,model.local_de_assessment.stg_exchangerates,True,"



-- Step 1: Read from external Parquet file
with bronze_parquet as (
  select * from read_parquet('../lake/bronze/parquet/retail_bronze_dataset/exchangerates/*.parquet')
),

-- Step 2: Apply transformations
typed as (
  select
    cast(date as date) as date,
    cast(currency as string) as currency,
    cast(rate_to_aud as decimal(18, 8)) as rate_to_aud,
    cast(ingestion_ts as timestamp) as ingestion_ts
  from bronze_parquet
)

-- Step 3: Final output
select * from typed","""warehouse"".""main_stg"".""stg_exchangerates""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:18.133840Z', 'completed_at': '2025-10-15T07:34:18.141716Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:18.143152Z', 'completed_at': '2025-10-15T07:34:18.214248Z'}]",Thread-4 (worker),0.08453893661499023,OK,,model.local_de_assessment.stg_returns,True,"



-- Step 1: Read from external Parquet file
with bronze_parquet as (
  select * from read_parquet('../lake/bronze/parquet/retail_bronze_dataset/returnscombined/*.parquet')
),


-- Step 2: Apply transformations
typed as (
select
*
 
from bronze_parquet
)

-- Step 3: Final output
select *
from typed","""warehouse"".""main_stg"".""stg_returns""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:18.053667Z', 'completed_at': '2025-10-15T07:34:18.088984Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:18.089725Z', 'completed_at': '2025-10-15T07:34:18.384455Z'}]",Thread-1 (worker),0.33321046829223633,OK,,model.local_de_assessment.stg_products,True,"




-- Step 1: Read from external Parquet file
with bronze_parquet as (
  select * from read_parquet('../lake/bronze/parquet/retail_bronze_dataset/products/*.parquet')
),


-- Step 2: Apply transformations
typed as (
select
    cast(product_id as bigint) as product_id,
    cast(sku as string) as sku,
    cast(name as string) as name,
    cast(category as string) as category,
    cast(subcategory as string) as subcategory,
    cast(current_price as numeric(12, 4)) as current_price,
    cast(currency as string) as currency,
    cast(is_discontinued as boolean) as is_discontinued,
    cast(introduced_dt as date) as introduced_dt,
    cast(discontinued_dt as date) as discontinued_dt,
    cast(ingestion_ts as timestamp) as ingestion_ts,
    -- Generate a surrogate key for SCD 2    
    md5(cast(coalesce(cast(product_id as TEXT), '_dbt_utils_surrogate_key_null_') || '-' || coalesce(cast(name as TEXT), '_dbt_utils_surrogate_key_null_') || '-' || coalesce(cast(category as TEXT), '_dbt_utils_surrogate_key_null_') || '-' || coalesce(cast(subcategory as TEXT), '_dbt_utils_surrogate_key_null_') || '-' || coalesce(cast(current_price as TEXT), '_dbt_utils_surrogate_key_null_') || '-' || coalesce(cast(currency as TEXT), '_dbt_utils_surrogate_key_null_') || '-' || coalesce(cast(is_discontinued as TEXT), '_dbt_utils_surrogate_key_null_') || '-' || coalesce(cast(discontinued_dt as TEXT), '_dbt_utils_surrogate_key_null_') as TEXT)) AS product_scd_id

from bronze_parquet
)

-- Step 3: Final output
select * from typed","""warehouse"".""main_stg"".""stg_products""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:17.730405Z', 'completed_at': '2025-10-15T07:34:17.739434Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:17.741593Z', 'completed_at': '2025-10-15T07:34:18.378479Z'}]",Thread-3 (worker),0.6565876007080078,OK,,model.local_de_assessment.stg_customers,True,"




-- Step 1: Read from external Parquet file
with bronze_parquet as (
  select * from read_parquet('../lake/bronze/parquet/retail_bronze_dataset/customers/*.parquet')
),

-- Step 2: Apply transformations
typed as (
  select
    cast(customer_id as bigint) as customer_id,
    natural_key,
    trim(first_name) as first_name,
    trim(last_name) as last_name,
    email,
    phone,
    address_line1, 
    address_line2, 
    city, 
    cast(state_region as string) as state_region,
    cast(postcode as BIGINT) as postcode,
    cast(country_code as string) as country_code,
    cast(latitude as double) as latitude,
    cast(longitude as double) as longitude,
    cast(birth_date as date) as birth_date,   
-- Derive age
--    datediff('year', cast(birth_date as date), current_date) as age,
    cast(join_ts as timestamp) as join_ts,
    cast(is_vip as boolean) as is_vip,
    cast(ingestion_ts as timestamp) as ingestion_ts,
    cast(gdpr_consent as boolean) as gdpr_consent,
      row_number() over (
        partition by natural_key
        order by join_ts desc  -- Keep latest join_ts per natural_key
      ) as row_num

  from bronze_parquet
)

-- Step 3: Final output with deduplication
select customer_id,
       natural_key,
       first_name,
       last_name,
       email,
       phone,
       address_line1, 
       address_line2, 
       city, 
       state_region,
       postcode,
       country_code,
       latitude,
       longitude,
       birth_date,   
--       age,
       join_ts,
       is_vip,
       gdpr_consent,
       ingestion_ts
 from typed
where row_num = 1
and email ~ '^[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}$'-- email format validation 
and latitude between -90 and 90
and longitude between -180 and 180","""warehouse"".""main_stg"".""stg_customers""",,OK,2025-10-15 07:34:29.382228
success,"[{'name': 'compile', 'started_at': '2025-10-15T07:34:18.405816Z', 'completed_at': '2025-10-15T07:34:18.412923Z'}, {'name': 'execute', 'started_at': '2025-10-15T07:34:18.413688Z', 'completed_at': '2025-10-15T07:34:18.609686Z'}]",Thread-3 (worker),0.206939697265625,OK,,model.local_de_assessment.stg_stores,True,"




-- Step 1: Read from external Parquet file
with bronze_parquet as (
  select * from read_parquet('../lake/bronze/parquet/retail_bronze_dataset/stores/*.parquet')
),


-- Step 2: Apply transformations
typed as (
select
    cast(store_id as bigint) as store_id,
    cast(store_code as string) as store_code,
    cast(name as string) as name,
    cast(channel as string) as channel,
    cast(region as string) as region,
    cast(state as string) as state,
    cast(latitude as double) as latitude,
    cast(longitude as double) as longitude,
    cast(open_dt as date) as open_dt,
    cast(ingestion_ts as timestamp) as ingestion_ts,
    case when trim(close_dt) = '' THEN NULL ELSE cast(close_dt as date)
        END AS close_dt,
      row_number() over (
        partition by store_code
        order by store_id asc 
      ) as row_num
 
from bronze_parquet
)

-- Step 3: Final output
select store_id,
        store_code,
        name,
        channel,
        region,
        state,
        latitude,
        longitude,
        open_dt,
        close_dt,
        ingestion_ts
 from typed
where latitude between -90 and 90
and longitude between -180 and 180 
and row_num = 1","""warehouse"".""main_stg"".""stg_stores""",,OK,2025-10-15 07:34:29.382228
